host_is_superhost,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price_gte_150,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,property_type_unkown
0,0,42.2826188,-71.13306793,0,4,1.5,2.0,3.0,4,14,1,0,2,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.28624082,-71.13437396,1,2,1.0,1.0,1.0,4,20,0,0,2,36,804,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.29243789,-71.13576525,1,2,1.0,1.0,1.0,4,17,1,20,3,41,2574,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.28110619,-71.12102117,1,4,1.0,1.0,2.0,4,22,2,25,1,1,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28451221,-71.13625805,1,2,1.5,1.0,2.0,4,13,1,0,2,29,380,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.2916898,-71.13189277,1,2,1.0,1.0,1.0,4,12,1,0,2,8,130,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.28138963,-71.13119042,0,3,1.0,1.0,2.0,4,12,1,25,1,57,421,90.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.2819461,-71.14102161,1,2,2.0,1.0,1.0,4,22,1,15,1,67,840,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28587764,-71.12490956,1,2,1.0,1.0,2.0,4,9,2,0,2,65,355,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,42.28882028,-71.1395101,0,5,1.0,2.0,2.0,4,21,4,25,4,33,876,94.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.2864482,-71.13932539,1,2,1.0,1.0,1.0,4,15,1,10,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28194183,-71.1333719,1,1,1.0,1.0,1.0,4,13,1,0,1,17,1032,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.29172341,-71.13155602,0,4,1.0,2.0,2.0,4,18,1,0,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.28764103,-71.12988287,0,5,1.0,2.0,3.0,4,19,5,30,2,12,68,97.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.28626474,-71.13706513,0,2,1.5,2.0,2.0,4,13,2,35,3,7,340,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.28145207,-71.12925004,1,1,0.0,1.0,1.0,4,14,1,0,1,70,1776,96.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.27440801,-71.12529404,1,4,1.0,1.0,3.0,4,15,3,15,3,1,0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.29181492,-71.13158793,1,2,1.0,1.0,1.0,4,16,1,15,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,42.28222476,-71.11518856,1,1,1.0,1.0,1.0,4,12,1,10,5,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28280175,-71.11514509,1,2,1.0,1.0,1.0,4,13,1,10,5,4,399,95.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.27964782,-71.13605873,1,1,2.5,1.0,1.0,4,13,1,0,2,31,742,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,42.29403534,-71.13223725,0,3,1.0,0.0,2.0,4,17,3,0,2,16,74,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.28052813,-71.13084254,1,2,0.0,1.0,1.0,4,16,1,10,1,38,1794,98.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.27838291,-71.1287801,0,8,1.0,3.0,5.0,4,13,6,0,3,21,378,88.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.27683095,-71.12955974,0,5,3.5,4.0,3.0,4,15,1,0,14,1,0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.29090393,-71.13023771,1,2,1.5,1.0,1.0,4,25,1,0,1,40,1053,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.29151999,-71.13185777,1,2,1.0,1.0,1.0,4,11,1,0,1,43,937,95.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.28907107,-71.12823296,1,2,1.0,1.0,1.0,4,11,1,0,2,33,231,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.29223824,-71.13449706,1,2,1.0,1.0,2.0,4,6,1,100,1,11,1218,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.28208581,-71.13334868,1,2,1.0,1.0,1.0,4,16,1,5,1,20,1017,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.28456151,-71.11972634,1,1,1.0,1.0,1.0,4,15,1,0,1,30,458,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.27696862,-71.11775586,0,6,1.0,2.0,2.0,4,15,4,20,2,2,58,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.28922069,-71.13071327,0,4,1.0,1.0,2.0,4,14,1,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.28228163,-71.11681747,1,1,1.0,1.0,1.0,4,13,1,10,5,10,343,98.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.27691292,-71.12823284,1,1,1.5,1.0,1.0,4,7,1,0,1,17,795,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.28967076,-71.13728641,0,4,1.0,1.0,2.0,4,16,2,20,3,55,692,87.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.28960322,-71.13336749,1,2,1.0,1.0,1.0,4,12,1,0,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.2791761,-71.1327718,0,16,1.0,3.0,5.0,4,16,1,25,1,24,331,91.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.28214228,-71.12904915,0,16,2.5,3.0,7.0,4,19,1,25,1,82,553,95.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28174852,-71.14031784,1,2,2.0,1.0,1.0,4,22,1,15,1,20,686,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.2756372,-71.12480042,1,1,1.0,1.0,1.0,4,1,1,0,3,21,691,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.2875977,-71.13448153,1,4,1.0,1.0,2.0,4,11,1,0,2,10,36,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.28997231,-71.13614632,1,1,1.0,1.0,1.0,4,13,1,10,1,143,967,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.27896822,-71.13671456,1,1,1.5,1.0,1.0,4,13,1,0,2,2,20,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.28290546,-71.13267674,0,4,1.0,2.0,2.0,4,15,3,33,5,26,1030,92.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.27636368,-71.13643293,1,2,2.0,1.0,1.0,4,13,1,10,2,5,45,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.29110718,-71.13133846,1,2,1.5,1.0,1.0,4,19,1,0,1,29,510,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.27571563,-71.13013943,1,1,1.0,1.0,1.0,4,18,1,25,3,9,671,93.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.27493019,-71.13062801,1,2,2.0,1.0,1.0,4,20,1,10,2,14,317,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28027891,-71.13586963,1,1,2.5,1.0,1.0,4,13,1,0,2,8,720,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.28556003,-71.1239987,1,2,1.0,1.0,1.0,4,17,2,50,2,117,1081,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.28702561,-71.13353879,0,3,1.0,1.0,1.0,4,19,1,0,1,53,753,99.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.28606773,-71.1323625,0,2,1.0,0.0,1.0,4,10,2,39,3,3,670,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.28389087,-71.13140827,0,3,1.0,0.0,2.0,4,20,1,25,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.29392464,-71.13548936,1,2,1.0,1.0,1.0,3,22,1,15,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.29061656,-71.13273461,0,7,2.0,3.0,3.0,4,15,5,25,3,2,50,80.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.31379196,-71.10338741,0,4,1.0,1.0,1.0,4,10,4,0,3,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.30797481,-71.11622135,1,2,1.0,1.0,1.0,4,14,1,10,2,23,1506,93.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.30935659,-71.1168273,1,2,1.0,1.0,1.0,4,15,1,20,1,14,600,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.31691221,-71.11302542,1,2,1.0,1.0,1.0,4,10,1,0,300,3,920,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.30398456,-71.10449361,1,2,1.0,1.0,1.0,4,19,1,0,2,57,680,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31632876,-71.09909642,1,2,1.0,1.0,1.0,4,14,1,0,2,58,719,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.32002252,-71.1059405,1,2,1.0,1.0,1.0,4,13,1,0,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.31451961,-71.10558689,1,4,1.0,1.0,2.0,4,17,2,20,2,46,438,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,42.32171967,-71.10345882,1,1,1.0,1.0,1.0,4,0,1,0,3,68,463,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3167906,-71.11563043,1,1,1.0,1.0,1.0,4,13,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31951,-71.1053766,1,2,1.0,1.0,1.0,4,9,1,0,2,3,25,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.31527457,-71.11331606,1,2,1.0,1.0,1.0,4,22,1,0,1,4,112,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,42.31549953,-71.11706562,1,2,1.0,1.0,1.0,4,8,1,25,1,2,11,90.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31690481,-71.10519471,1,1,1.0,1.0,1.0,4,12,1,0,1,7,353,94.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31189729,-71.10315398,1,2,1.0,1.0,1.0,4,17,2,25,2,18,362,82.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31706413,-71.10358572,1,3,1.0,1.0,1.0,4,17,1,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.30510763,-71.10643297,1,2,1.5,1.0,1.0,4,9,2,50,3,9,770,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31590728,-71.11327328,1,2,1.5,1.0,1.0,4,9,1,12,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.31265282,-71.0997234,1,2,1.0,1.0,1.0,4,13,1,15,2,4,192,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31530071,-71.09976783,1,2,2.0,1.0,1.0,4,13,1,0,1,19,397,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.31319703,-71.11832362,1,1,1.0,1.0,1.0,4,14,1,20,2,22,1772,99.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.31421512,-71.10940661,1,2,2.0,1.0,1.0,4,18,1,20,1,17,1110,96.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31256676,-71.12607999,1,2,3.5,1.0,2.0,4,13,1,25,2,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31678462,-71.10731719,1,1,1.0,1.0,1.0,3,13,1,0,1,7,109,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.31362611,-71.10819525,1,2,1.0,1.0,1.0,4,14,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.30370465,-71.11397057,1,2,1.0,1.0,1.0,4,21,1,0,1,7,236,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.30334666,-71.10497372,1,4,1.0,1.0,2.0,4,16,2,50,1,132,1496,97.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.29106052,-71.11593555,1,2,1.0,1.0,1.0,4,8,1,0,1,14,1192,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.29763812,-71.11399252,1,1,1.0,1.0,1.0,4,10,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.30537679,-71.11324413,1,2,1.0,1.0,1.0,4,15,1,0,2,12,85,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31449927,-71.11223192,1,2,1.0,1.0,1.0,4,0,1,0,1,3,598,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.31738707,-71.10003066,1,3,1.0,1.0,2.0,4,7,1,25,1,43,648,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32423675,-71.10812405,1,1,1.0,1.0,1.0,4,4,1,0,7,1,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32219838,-71.10629671,1,2,1.0,1.0,1.0,4,16,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.32284647,-71.10517195,1,1,1.0,1.0,1.0,4,6,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31803897,-71.11687373,1,1,1.0,1.0,1.0,4,13,1,0,4,20,685,98.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.3140648,-71.09905546,1,2,2.5,1.0,1.0,4,12,1,0,1,9,194,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,42.32566812,-71.10543389,0,4,1.0,2.0,2.0,4,12,2,15,4,26,530,95.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32487447,-71.10556705,0,3,1.0,1.0,1.0,4,11,1,0,7,17,837,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32038119,-71.11270173,0,6,1.0,2.0,2.0,4,22,1,0,3,47,524,94.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32327561,-71.10705882,0,5,2.0,3.0,4.0,4,14,1,0,2,9,375,87.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31362383,-71.09821201,1,2,2.5,1.0,1.0,4,12,1,0,1,17,133,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32157794,-71.11411533,0,2,1.0,1.0,1.0,2,13,1,0,1,5,98,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32267989,-71.11561972,0,4,1.0,2.0,4.0,4,8,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.32051086,-71.11215759,0,8,2.0,4.0,6.0,4,23,6,15,3,35,1099,91.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.30633269,-71.1190246,1,2,1.0,1.0,1.0,4,14,1,10,2,53,1200,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.30992056,-71.11072692,1,2,1.0,1.0,1.0,4,11,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
