host_is_superhost,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price_gte_150,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,property_type_unkown
0,1,42.30781578,-71.11674524,0,4,1.0,1.0,2.0,4,10,2,15,2,23,962,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.31063085,-71.11184355,0,2,1.0,1.0,1.0,4,16,2,45,2,15,315,83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.31005425,-71.10711519,0,6,2.0,2.0,2.0,4,23,4,10,2,2,69,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.31643684,-71.10342312,0,2,1.0,0.0,1.0,4,9,2,20,6,67,1031,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.30692772,-71.10789386,0,4,1.0,2.0,4.0,4,11,4,60,3,17,728,96.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,42.33285419,-71.10123472,0,4,1.0,2.0,2.0,4,12,1,0,30,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33529603,-71.10146237,0,2,1.0,1.0,1.0,4,17,1,0,3,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.32790891,-71.10270495,0,2,1.0,0.0,1.0,4,18,1,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33376386,-71.10079694,0,2,1.0,1.0,1.0,4,11,1,5,2,4,22,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33155445,-71.09628787,1,2,1.5,1.0,1.0,4,0,1,0,1,5,17,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32777505,-71.09882994,1,2,1.0,1.0,1.0,0,21,1,0,1,2,19,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,42.33242981,-71.10128712,1,1,1.0,1.0,1.0,4,16,1,25,20,1,0,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33220057,-71.10172331,1,5,1.0,1.0,5.0,4,20,4,20,3,13,1100,83.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,42.32857987,-71.09805473,1,2,2.0,1.0,1.0,4,14,1,0,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33289333,-71.10862041,1,1,2.0,1.0,1.0,4,16,2,15,1,3,77,93.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33197338,-71.1081306,1,4,2.0,1.0,2.0,4,10,1,59,3,28,394,90.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33072487,-71.10446642,1,1,1.0,1.0,1.0,4,10,1,20,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33004818,-71.0985269,1,2,2.0,1.0,1.0,4,0,1,0,1,5,16,92.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32895905,-71.10728437,1,1,1.0,1.0,1.0,4,16,1,10,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33215158,-71.10674178,0,2,1.0,0.0,1.0,4,14,1,0,1,404,2044,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.32977089,-71.10300215,1,1,1.0,1.0,1.0,4,15,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33064668,-71.10584252,1,2,1.0,1.0,1.0,4,16,1,35,2,23,400,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33080096,-71.09900783,2,1,1.0,1.0,1.0,4,8,1,0,2,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,42.328867,-71.10974475,1,1,1.0,1.0,1.0,4,11,1,0,2,34,698,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33317899,-71.10249896,1,2,1.0,1.0,1.0,4,17,1,10,2,8,55,98.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33258807,-71.10068446,0,2,1.0,1.0,1.0,4,15,1,0,30,1,0,87.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33230551,-71.10073195,1,2,1.0,1.0,2.0,4,14,1,0,7,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3346777,-71.10251314,0,4,1.0,2.0,2.0,4,10,1,0,30,2,159,96.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32915953,-71.10099811,1,2,2.0,1.0,1.0,4,9,1,10,1,8,87,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33435924,-71.10209201,1,2,1.0,1.0,1.0,4,11,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33175205,-71.10559903,1,2,1.5,1.0,1.0,4,7,1,10,3,4,73,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.333957,-71.10229828,1,1,1.0,1.0,1.0,4,12,1,0,3,6,34,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32816472,-71.10569506,1,3,1.0,1.0,2.0,4,11,2,10,1,7,92,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33497264,-71.09995701,0,3,1.0,1.0,1.0,4,15,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33228948,-71.11145872,1,5,2.0,1.0,3.0,4,12,1,39,4,14,459,83.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33317355,-71.10683936,1,1,1.0,1.0,1.0,4,11,1,15,2,8,116,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32805296,-71.1076657,1,2,1.0,1.0,1.0,4,16,1,20,1,9,24,93.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.33085068,-71.09655382,0,6,2.0,3.0,3.0,4,16,2,5,3,28,442,95.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33128716,-71.10049923,1,2,1.0,1.0,1.0,4,14,1,0,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32745887,-71.09931845,1,2,1.0,1.0,1.0,4,22,1,0,1,70,1068,92.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33399285,-71.10449005,0,2,1.0,0.0,1.0,4,14,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33145771,-71.1090728,2,2,1.0,1.0,2.0,4,12,1,25,7,14,96,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33393473,-71.10313501,1,2,1.0,1.0,1.0,4,20,2,0,2,72,1111,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33408108,-71.10377646,0,3,1.0,1.0,1.0,4,14,2,35,1,5,19,88.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32741025,-71.09931469,0,7,1.0,2.0,3.0,4,21,4,0,2,31,1161,84.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3308382,-71.11115387,0,2,1.0,1.0,1.0,4,0,1,0,3,3,18,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33128999,-71.1026941,0,1,2.0,1.0,1.0,4,17,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33517884,-71.10149179,0,3,1.0,1.0,1.0,4,14,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33515914,-71.1003246,0,3,1.0,1.0,1.0,4,16,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42.33355814,-71.10942496,1,1,1.0,1.0,1.0,2,24,1,40,2,42,647,95.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33253221,-71.09814589,1,2,1.0,1.0,1.0,4,15,1,20,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,42.33285413,-71.10115049,0,3,2.0,1.0,1.0,4,9,0,0,5,9,1064,89.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33320209,-71.10146471,0,2,1.0,1.0,1.0,4,13,1,0,2,3,7,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33061298,-71.11184625,0,12,2.0,4.0,7.0,4,13,8,49,15,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33368174,-71.10151732,1,3,1.0,1.0,3.0,0,21,2,20,2,73,1094,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33110059,-71.10202038,2,1,2.5,1.0,4.0,4,17,1,0,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33295758,-71.10010053,0,5,1.0,5.0,4.0,4,13,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33269248,-71.1015238,0,4,1.0,2.0,2.0,4,13,1,0,2,8,65,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33232515,-71.10058162,1,2,1.0,1.0,1.0,4,10,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33309367,-71.10820556,0,4,1.0,2.0,2.0,4,13,1,0,2,3,61,93.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33336457,-71.0999922,0,3,1.0,1.0,1.0,4,19,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32739596,-71.10508282,1,2,1.0,1.0,1.0,4,14,1,0,2,50,864,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33363629,-71.11102997,1,1,1.0,1.0,1.0,4,11,1,0,1,2,48,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3288889,-71.09959329,1,2,1.0,1.0,2.0,4,17,2,25,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33000152,-71.11219829,1,2,1.0,1.0,1.0,4,17,2,50,1,14,84,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33239082,-71.09582798,1,1,2.5,1.0,1.0,4,12,1,0,20,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32826548,-71.10310999,1,2,1.0,1.0,1.0,4,20,1,20,1,4,251,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,42.33192694,-71.11127381,1,2,1.0,1.0,1.0,4,12,1,25,2,3,15,80.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33074322,-71.10302205,1,2,1.0,1.0,1.0,4,18,1,0,5,2,50,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33218318,-71.0998942,1,2,1.0,1.0,1.0,4,17,1,20,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,42.33186188,-71.11217702,0,2,1.0,2.0,3.0,4,18,1,0,7,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.3318665,-71.10984333,1,1,2.0,1.0,1.0,4,14,1,0,1,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33163113,-71.09588698,0,2,1.0,1.0,1.0,4,17,1,18,1,73,559,91.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33388414,-71.10040465,0,3,1.0,1.0,1.0,4,16,1,0,5,1,0,40.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.32907475,-71.10342383,0,5,1.0,2.0,4.0,4,14,1,0,5,7,76,86.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33323018,-71.10181101,1,1,1.0,1.0,1.0,4,14,1,0,10,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.33102371,-71.09853909,2,1,1.0,1.0,1.0,4,3,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33160987,-71.11137609,1,1,1.0,1.0,1.0,4,6,1,0,1,3,33,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33175609,-71.10749842,0,3,1.0,1.0,2.0,4,13,2,120,4,10,477,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,42.32939204,-71.10981426,1,2,1.0,1.0,1.0,4,21,1,20,1,20,370,95.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.33435513,-71.10298914,1,1,1.0,1.0,1.0,4,8,1,0,10,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32918402,-71.10061942,1,2,1.0,1.0,1.0,4,15,0,0,1,25,63,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33059892,-71.09725003,1,2,1.0,1.0,1.0,4,18,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33483333,-71.10146656,0,5,2.0,2.0,2.0,4,16,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33424188,-71.09798769,2,1,1.0,1.0,3.0,4,9,1,0,1,2,156,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33384311,-71.1018177,0,3,1.0,1.0,1.0,4,16,1,0,3,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33291209,-71.10243171,0,5,2.0,2.0,2.0,4,17,1,0,20,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32813376,-71.10714859,1,2,1.0,1.0,1.0,4,20,1,20,1,9,88,98.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,42.3278022,-71.10563134,1,1,1.0,1.0,1.0,2,0,1,0,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33000599,-71.11276647,1,3,1.5,1.0,1.0,4,16,2,30,1,24,486,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33470992,-71.10650473,1,2,1.0,1.0,1.0,4,7,1,25,3,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.32849574,-71.10903339,0,4,2.0,2.0,3.0,4,26,3,17,5,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,42.33048287,-71.10650653,1,1,1.0,1.0,1.0,4,22,1,20,1,4,73,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33402886,-71.10193052,0,3,1.0,1.0,1.0,4,16,1,0,3,2,94,80.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.3303552,-71.10296324,1,2,1.0,1.0,1.0,4,10,1,25,1,27,317,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33282354,-71.10280316,0,3,1.0,1.0,1.0,4,17,1,0,20,0,0,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42.32935032,-71.10389405,0,4,1.0,2.0,2.0,4,9,1,0,1,10,69,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.32726918,-71.09800593,0,4,1.0,2.0,1.0,4,24,2,20,4,1,0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,42.33142677,-71.11113176,1,3,2.0,1.0,2.0,4,5,1,39,4,9,228,93.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33307155,-71.10128559,1,1,1.0,1.0,,4,20,1,50,2,1,0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33404488,-71.10287797,0,5,1.0,2.0,3.0,4,20,1,0,3,1,0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,42.33312217,-71.10238263,1,1,1.0,1.0,1.0,4,18,1,0,2,8,67,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,42.33194159,-71.10207876,1,2,1.0,1.0,1.0,4,14,1,0,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,42.33087019,-71.104366,1,2,1.0,1.0,1.0,4,17,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
